,word,meaning,source
2737,predict,,https://api.dictionaryapi.dev/api/v2/entries/en/predict
2738,prejudice,,https://api.dictionaryapi.dev/api/v2/entries/en/prejudice
2739,premier,,https://api.dictionaryapi.dev/api/v2/entries/en/premier
2740,prescribe,,https://api.dictionaryapi.dev/api/v2/entries/en/prescribe
2741,present,,https://api.dictionaryapi.dev/api/v2/entries/en/present
2742,preserve,,https://api.dictionaryapi.dev/api/v2/entries/en/preserve
2743,president,,https://api.dictionaryapi.dev/api/v2/entries/en/president
2744,press,,https://api.dictionaryapi.dev/api/v2/entries/en/press
2745,pressure,,https://api.dictionaryapi.dev/api/v2/entries/en/pressure
2746,presume,,https://api.dictionaryapi.dev/api/v2/entries/en/presume
2747,prevent,,https://api.dictionaryapi.dev/api/v2/entries/en/prevent
2748,previous,,https://api.dictionaryapi.dev/api/v2/entries/en/previous
2749,primary,,https://api.dictionaryapi.dev/api/v2/entries/en/primary
2750,primitive,,https://api.dictionaryapi.dev/api/v2/entries/en/primitive
2751,principle,,https://api.dictionaryapi.dev/api/v2/entries/en/principle
2752,priority,,https://api.dictionaryapi.dev/api/v2/entries/en/priority
2753,private,,https://api.dictionaryapi.dev/api/v2/entries/en/private
2754,privilege,,https://api.dictionaryapi.dev/api/v2/entries/en/privilege
2755,process,,https://api.dictionaryapi.dev/api/v2/entries/en/process
2756,proclaim,,https://api.dictionaryapi.dev/api/v2/entries/en/proclaim
2757,produce,,https://api.dictionaryapi.dev/api/v2/entries/en/produce
2758,professional,,https://api.dictionaryapi.dev/api/v2/entries/en/professional
2759,profile,,https://api.dictionaryapi.dev/api/v2/entries/en/profile
2760,profit,,https://api.dictionaryapi.dev/api/v2/entries/en/profit
2761,profound,,https://api.dictionaryapi.dev/api/v2/entries/en/profound
2762,program,,https://api.dictionaryapi.dev/api/v2/entries/en/program
2763,progress,,https://api.dictionaryapi.dev/api/v2/entries/en/progress
2764,project,,https://api.dictionaryapi.dev/api/v2/entries/en/project
2765,promote,,https://api.dictionaryapi.dev/api/v2/entries/en/promote
2766,prompt,,https://api.dictionaryapi.dev/api/v2/entries/en/prompt
2767,propose,,https://api.dictionaryapi.dev/api/v2/entries/en/propose
2768,prospect,,https://api.dictionaryapi.dev/api/v2/entries/en/prospect
2769,protect,,https://api.dictionaryapi.dev/api/v2/entries/en/protect
2770,protest,,https://api.dictionaryapi.dev/api/v2/entries/en/protest
2771,provide,,https://api.dictionaryapi.dev/api/v2/entries/en/provide
2772,provoke,,https://api.dictionaryapi.dev/api/v2/entries/en/provoke
2773,pursue,,https://api.dictionaryapi.dev/api/v2/entries/en/pursue
2774,qualify,,https://api.dictionaryapi.dev/api/v2/entries/en/qualify
2775,radical,,https://api.dictionaryapi.dev/api/v2/entries/en/radical
2776,random,,https://api.dictionaryapi.dev/api/v2/entries/en/random
2777,rank,,https://api.dictionaryapi.dev/api/v2/entries/en/rank
2778,rarely,"('Not occurring at a regular interval; seldom; not often.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rarely
2779,ratify,,https://api.dictionaryapi.dev/api/v2/entries/en/ratify
2780,reaction,,https://api.dictionaryapi.dev/api/v2/entries/en/reaction
2781,realistic,"('Expressed or represented as being accurate, practicable, or not idealistic.',)",https://api.dictionaryapi.dev/api/v2/entries/en/realistic
2782,reason,,https://api.dictionaryapi.dev/api/v2/entries/en/reason
2783,rebel,"('A person who resists an established authority, often violently',)",https://api.dictionaryapi.dev/api/v2/entries/en/rebel
2784,recall,,https://api.dictionaryapi.dev/api/v2/entries/en/recall
2785,recognize,,https://api.dictionaryapi.dev/api/v2/entries/en/recognize
2786,recommend,,https://api.dictionaryapi.dev/api/v2/entries/en/recommend
2787,recover,"('Recovery.',)",https://api.dictionaryapi.dev/api/v2/entries/en/recover
2788,recruit,,https://api.dictionaryapi.dev/api/v2/entries/en/recruit
2789,reduce,,https://api.dictionaryapi.dev/api/v2/entries/en/reduce
2790,refer,,https://api.dictionaryapi.dev/api/v2/entries/en/refer
2791,reflect,"('To bend back (light, etc.) from a surface.',)",https://api.dictionaryapi.dev/api/v2/entries/en/reflect
2792,reform,"('The change of something that is defective, broken, inefficient or otherwise negative, in order to correct or improve it',)",https://api.dictionaryapi.dev/api/v2/entries/en/reform
2793,refuge,,https://api.dictionaryapi.dev/api/v2/entries/en/refuge
2794,refuse,,https://api.dictionaryapi.dev/api/v2/entries/en/refuse
2795,regard,,https://api.dictionaryapi.dev/api/v2/entries/en/regard
2796,register,,https://api.dictionaryapi.dev/api/v2/entries/en/register
2797,regulate,,https://api.dictionaryapi.dev/api/v2/entries/en/regulate
2798,reinforce,"('To strengthen, especially by addition or augmentation.',)",https://api.dictionaryapi.dev/api/v2/entries/en/reinforce
2799,reject,,https://api.dictionaryapi.dev/api/v2/entries/en/reject
2800,release,,https://api.dictionaryapi.dev/api/v2/entries/en/release
2801,relevant,,https://api.dictionaryapi.dev/api/v2/entries/en/relevant
2802,relief,"('The removal of stress or discomfort.',)",https://api.dictionaryapi.dev/api/v2/entries/en/relief
2803,reluctant,"('Opposing; offering resistance (to).',)",https://api.dictionaryapi.dev/api/v2/entries/en/reluctant
2804,rely,,https://api.dictionaryapi.dev/api/v2/entries/en/rely
2805,remain,,https://api.dictionaryapi.dev/api/v2/entries/en/remain
2806,remark,,https://api.dictionaryapi.dev/api/v2/entries/en/remark
2807,remote,"(""An element of broadcast programming originating away from the station's or show's control room."",)",https://api.dictionaryapi.dev/api/v2/entries/en/remote
2808,remove,"('The act of removing something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/remove
2809,render,,https://api.dictionaryapi.dev/api/v2/entries/en/render
2810,repair,,https://api.dictionaryapi.dev/api/v2/entries/en/repair
2811,repeat,,https://api.dictionaryapi.dev/api/v2/entries/en/repeat
2812,replace,,https://api.dictionaryapi.dev/api/v2/entries/en/replace
2813,reply,,https://api.dictionaryapi.dev/api/v2/entries/en/reply
2814,represent,"('To present again or anew; to present by means of something standing in the place of; to exhibit the counterpart or image of; to typify.',)",https://api.dictionaryapi.dev/api/v2/entries/en/represent
2815,reproduce,,https://api.dictionaryapi.dev/api/v2/entries/en/reproduce
2816,republic,,https://api.dictionaryapi.dev/api/v2/entries/en/republic
2817,reputation,"('What somebody is known for.',)",https://api.dictionaryapi.dev/api/v2/entries/en/reputation
2818,request,,https://api.dictionaryapi.dev/api/v2/entries/en/request
2819,require,"('To ask (someone) for something; to request.',)",https://api.dictionaryapi.dev/api/v2/entries/en/require
2820,rescue,,https://api.dictionaryapi.dev/api/v2/entries/en/rescue
2821,research,,https://api.dictionaryapi.dev/api/v2/entries/en/research
2822,resemble,,https://api.dictionaryapi.dev/api/v2/entries/en/resemble
2823,reserve,,https://api.dictionaryapi.dev/api/v2/entries/en/reserve
2824,resident,,https://api.dictionaryapi.dev/api/v2/entries/en/resident
2825,resist,,https://api.dictionaryapi.dev/api/v2/entries/en/resist
2826,resolve,"('Determination; will power.',)",https://api.dictionaryapi.dev/api/v2/entries/en/resolve
2827,resort,,https://api.dictionaryapi.dev/api/v2/entries/en/resort
2828,resource,,https://api.dictionaryapi.dev/api/v2/entries/en/resource
2829,respect,,https://api.dictionaryapi.dev/api/v2/entries/en/respect
2830,respond,"('A response.',)",https://api.dictionaryapi.dev/api/v2/entries/en/respond
2831,restore,"('The act of recovering data or a system from a backup.',)",https://api.dictionaryapi.dev/api/v2/entries/en/restore
2832,restrict,,https://api.dictionaryapi.dev/api/v2/entries/en/restrict
2833,result,"('That which results; the conclusion or end to which any course or condition of things leads, or which is obtained by any process or operation; consequence or effect.',)",https://api.dictionaryapi.dev/api/v2/entries/en/result
2834,resume,"('To take back possession of (something).',)",https://api.dictionaryapi.dev/api/v2/entries/en/resume
2835,retain,,https://api.dictionaryapi.dev/api/v2/entries/en/retain
2836,reveal,"('The outer side of a window or door frame; the jamb.',)",https://api.dictionaryapi.dev/api/v2/entries/en/reveal
2837,revenue,"('The income returned by an investment.',)",https://api.dictionaryapi.dev/api/v2/entries/en/revenue
2838,revolution,"('A political upheaval in a government or nation state characterized by great change.',)",https://api.dictionaryapi.dev/api/v2/entries/en/revolution
2839,reward,"('Something of value given in return for an act.',)",https://api.dictionaryapi.dev/api/v2/entries/en/reward
2840,rhetoric,"('The art of using language, especially public speaking, as a means to persuade.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rhetoric
2841,rhythm,"('The variation of strong and weak elements (such as duration, accent) of sounds, notably in speech or music, over time; a beat or meter.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rhythm
2842,ridge,,https://api.dictionaryapi.dev/api/v2/entries/en/ridge
2843,rigid,"('A bicycle with no suspension system.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rigid
2844,ritual,"('Rite; a repeated set of actions',)",https://api.dictionaryapi.dev/api/v2/entries/en/ritual
2845,rival,"('A competitor (person, team, company, etc.) with the same goal as another, or striving to attain the same thing. Defeating a rival may be a primary or necessary goal of a competitor.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rival
2846,robust,,https://api.dictionaryapi.dev/api/v2/entries/en/robust
2847,rough,,https://api.dictionaryapi.dev/api/v2/entries/en/rough
2848,routine,,https://api.dictionaryapi.dev/api/v2/entries/en/routine
2849,sacred,"('Characterized by solemn religious ceremony or religious use, especially, in a positive sense; consecrated, made holy.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sacred
2850,sacrifice,"('The offering of anything to a god; a consecratory rite.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sacrifice
2851,safeguard,"('Something that serves as a guard or protection; a defense.',)",https://api.dictionaryapi.dev/api/v2/entries/en/safeguard
2852,salary,"('A fixed amount of money paid to a worker, usually calculated on a monthly or annual basis, not hourly, as wages. Implies a degree of professionalism and/or autonomy.',)",https://api.dictionaryapi.dev/api/v2/entries/en/salary
2853,sanction,,https://api.dictionaryapi.dev/api/v2/entries/en/sanction
2854,satisfy,"('To do enough for; to meet the needs of; to fulfill the wishes or requirements of.',)",https://api.dictionaryapi.dev/api/v2/entries/en/satisfy
2855,scale,"('A ladder; a series of steps; a means of ascending.',)",https://api.dictionaryapi.dev/api/v2/entries/en/scale
2856,scandal,"('An incident or event that disgraces or damages the reputation of the persons or organization involved.',)",https://api.dictionaryapi.dev/api/v2/entries/en/scandal
2857,scatter,"('The act of scattering or dispersing.',)",https://api.dictionaryapi.dev/api/v2/entries/en/scatter
2858,schedule,"('A slip of paper; a short note.',)",https://api.dictionaryapi.dev/api/v2/entries/en/schedule
2859,scheme,"('A systematic plan of future action.',)",https://api.dictionaryapi.dev/api/v2/entries/en/scheme
2860,scope,"('The breadth, depth or reach of a subject; a domain.',)",https://api.dictionaryapi.dev/api/v2/entries/en/scope
2861,scrutiny,"('Intense study of someone or something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/scrutiny
2862,sector,"('Section',)",https://api.dictionaryapi.dev/api/v2/entries/en/sector
2863,secure,"('To make safe; to relieve from apprehensions of, or exposure to, danger; to guard; to protect.',)",https://api.dictionaryapi.dev/api/v2/entries/en/secure
2864,seek,"('The operation of navigating through a stream.',)",https://api.dictionaryapi.dev/api/v2/entries/en/seek
2865,segment,"('A length of some object.',)",https://api.dictionaryapi.dev/api/v2/entries/en/segment
2866,select,"('To choose one or more elements of a set, especially a set of options.',)",https://api.dictionaryapi.dev/api/v2/entries/en/select
2867,senate,"('In some bicameral legislative systems, the upper house or chamber.',)",https://api.dictionaryapi.dev/api/v2/entries/en/senate
2868,senior,"('An old person.',)",https://api.dictionaryapi.dev/api/v2/entries/en/senior
2869,sensitive,"('A person with a paranormal sensitivity to something that most cannot perceive.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sensitive
2870,settle,"('To conclude or resolve (something):',)",https://api.dictionaryapi.dev/api/v2/entries/en/settle
2871,severe,,https://api.dictionaryapi.dev/api/v2/entries/en/severe
2872,shelter,"('A refuge, haven or other cover or protection from something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/shelter
2873,shift,"('A modifier key whose main function is shifting between two or more functions of any of certain other keys (usually by pressing Shift and the other button simultaneously).',)",https://api.dictionaryapi.dev/api/v2/entries/en/shift
2874,significant,"('That which has significance; a sign; a token; a symbol.',)",https://api.dictionaryapi.dev/api/v2/entries/en/significant
2875,simulate,,https://api.dictionaryapi.dev/api/v2/entries/en/simulate
2876,sophisticated,,https://api.dictionaryapi.dev/api/v2/entries/en/sophisticated
2877,source,"('The person, place or thing from which something (information, goods, etc.) comes or is acquired.',)",https://api.dictionaryapi.dev/api/v2/entries/en/source
2878,space,,https://api.dictionaryapi.dev/api/v2/entries/en/space
2879,spare,"('The act of sparing; moderation; restraint.',)",https://api.dictionaryapi.dev/api/v2/entries/en/spare
2880,spark,"('A small particle of glowing matter, either molten or on fire.',)",https://api.dictionaryapi.dev/api/v2/entries/en/spark
2881,species,,https://api.dictionaryapi.dev/api/v2/entries/en/species
2882,specify,"('To state explicitly, or in detail, or as a condition.',)",https://api.dictionaryapi.dev/api/v2/entries/en/specify
2883,spectrum,,https://api.dictionaryapi.dev/api/v2/entries/en/spectrum
2884,speculate,"('To think, meditate or reflect on a subject; to consider, to deliberate or cogitate.',)",https://api.dictionaryapi.dev/api/v2/entries/en/speculate
2885,spirit,"('The soul of a person or other creature. What moves through experience into self-definition as souls purpose.',)",https://api.dictionaryapi.dev/api/v2/entries/en/spirit
2886,spiritual,"('A Christian religious song, especially one in an African-American style, or a similar non-religious song.',)",https://api.dictionaryapi.dev/api/v2/entries/en/spiritual
2887,split,,https://api.dictionaryapi.dev/api/v2/entries/en/split
2888,spokesman,"('One who speaks as the voice of a group of people.',)",https://api.dictionaryapi.dev/api/v2/entries/en/spokesman
2889,sponsor,"('A person or organisation with some sort of responsibility for another person or organisation, especially where the responsibility has a religious, legal, or financial aspect.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sponsor
2890,spread,,https://api.dictionaryapi.dev/api/v2/entries/en/spread
2891,stable,"('A building, wing or dependency set apart and adapted for lodging and feeding (and training) animals with hoofs, especially horses.',)",https://api.dictionaryapi.dev/api/v2/entries/en/stable
2892,staff,"('(plural staffs or staves) A long, straight, thick wooden rod or stick, especially one used to assist in walking.',)",https://api.dictionaryapi.dev/api/v2/entries/en/staff
